4	4	134	146	160	178	199	217	234	249	265	304	303	290	269	252	234	216	199	170	141	122	111.3	100	89.4	70.4	-4.3
5	0	-184	-192	-201	-211	-221	-230	-237	-241	-241	-253	-240	-229	-222	-219	-216	-218	-218	-214	-214	-214	-218.8	-227	-230.87	-232.6	-0.2
5	1	328	328	327	327	326	326	327	329	334	346	349	360	362	358	359	356	357	355	353	352	351.4	354.41	357.29	360.1	0.5
5	2	264	259	253	245	236	226	218	211	208	194	211	230	242	254	262	264	261	253	245	235	222.3	208.95	200.26	192.4	-1.3
5	3	5	-1	-9	-16	-23	-28	-32	-33	-33	-20	-20	-23	-26	-31	-42	-59	-74	-93	-109	-118	-130.4	-136.54	-141.05	-140.9	-0.1
5	4	-86	-93	-102	-111	-119	-125	-131	-136	-141	-142	-147	-152	-156	-157	-160	-159	-162	-164	-165	-166	-168.6	-168.05	-163.17	-157.5	1.4
5	5	-16	-26	-38	-51	-62	-69	-74	-76	-76	-82	-76	-69	-63	-62	-56	-49	-48	-46	-36	-17	-12.9	-13.55	-8.03	4.1	3.9
6	0	63	62	62	61	61	61	60	59	57	59	54	47	46	45	43	45	48	53	61	68	72.3	73.6	72.78	70	-0.3
6	1	61	60	58	57	55	54	53	53	54	57	57	57	58	61	64	66	66	65	65	67	68.2	69.56	68.69	67.7	-0.1
6	2	-11	-11	-11	-10	-10	-9	-9	-8	-7	6	4	3	1	8	15	28	42	51	59	68	74.2	76.74	75.92	72.7	-0.7
6	3	-217	-221	-224	-228	-233	-238	-242	-246	-249	-246	-247	-247	-237	-228	-212	-198	-192	-185	-178	-170	-160.9	-151.34	-141.4	-129.9	2.1
6	4	-58	-57	-54	-51	-46	-40	-32	-25	-18	-25	-16	-8	-1	4	2	1	4	4	3	-1	-5.9	-14.58	-22.83	-28.9	-1.2
6	5	59	57	54	49	44	39	32	25	18	21	12	7	-2	1	3	6	14	16	18	19	16.9	14.58	13.1	13.2	0.3
6	6	-90	-92	-95	-98	-101	-103	-104	-106	-107	-104	-105	-107	-113	-111	-112	-111	-108	-102	-96	-93	-90.4	-86.36	-78.09	-70.9	1.6
7	0	70	70	71	72	73	73	74	74	74	70	65	65	67	75	72	71	72	74	77	77	79	79.88	80.44	81.6	0.3
7	1	-55	-54	-54	-54	-54	-54	-54	-53	-53	-40	-55	-56	-56	-57	-57	-56	-59	-62	-64	-72	-74	-74.46	-75	-76.1	-0.2
7	2	0	0	1	2	2	3	4	4	4	0	2	2	5	4	1	1	2	3	2	1	0	-1.65	-4.55	-6.8	-0.5
7	3	34	33	32	31	29	27	25	23	20	0	1	10	15	13	14	16	21	24	26	28	33.3	38.73	45.24	51.8	1.3
7	4	-41	-41	-40	-38	-37	-35	-34	-33	-31	-29	-40	-32	-32	-26	-22	-14	-12	-6	-1	5	9.1	12.3	14	15	0.1
7	5	-21	-20	-19	-18	-16	-14	-12	-11	-9	-10	-7	-11	-7	-6	-2	0	1	4	5	4	6.9	9.37	10.46	9.4	-0.6
7	6	18	18	18	19	19	19	18	18	17	15	5	9	17	13	13	12	11	10	9	8	7.3	5.42	1.64	-2.8	-0.8
7	7	6	6	6	6	6	6	6	6	5	29	19	18	8	1	-2	-5	-2	0	0	-2	-1.2	1.94	4.92	6.8	0.2
8	0	11	11	11	11	11	11	11	11	11	13	22	11	15	13	14	14	18	21	23	25	24.4	24.8	24.41	24.2	0.2
8	1	8	8	8	8	7	7	7	7	7	7	15	9	6	5	6	6	6	6	5	6	6.6	7.62	8.21	8.8	0
8	2	-4	-4	-4	-4	-3	-3	-3	-3	-3	-8	-4	-6	-4	-4	-2	-1	0	0	-1	-6	-9.2	-11.73	-14.5	-16.9	-0.6
8	3	-9	-9	-9	-9	-9	-9	-9	-9	-10	-5	-1	-14	-11	-14	-13	-12	-11	-11	-10	-9	-7.9	-6.88	-5.59	-3.2	0.5
8	4	1	1	1	2	2	2	2	1	1	9	11	6	2	0	-3	-8	-7	-9	-12	-14	-16.6	-18.11	-19.34	-20.6	-0.2
8	5	2	2	2	3	4	4	5	6	6	7	15	10	10	8	5	4	4	4	3	9	9.1	10.17	11.61	13.4	0.4
8	6	-9	-8	-8	-8	-7	-7	-6	-6	-5	-10	-13	-7	-5	-1	0	0	3	4	4	6	7	9.36	10.85	11.7	0.1
8	7	5	5	5	6	6	7	8	8	9	7	5	6	10	11	11	10	6	4	2	-5	-7.9	-11.25	-14.05	-15.9	-0.4
8	8	8	8	8	8	8	8	8	7	7	2	-1	9	8	4	3	1	-1	-4	-6	-7	-7	-4.87	-3.54	-2	0.3
9	0	8	8	8	8	8	8	8	8	8	5	3	4	4	8	8	7	5	5	4	4	5	5.58	5.5	5.4	0
9	1	10	10	10	10	10	10	10	10	10	-21	-7	9	6	10	10	10	10	10	9	9	9.4	9.76	9.45	8.8	0
9	2	1	1	1	1	1	1	1	1	1	1	-1	-4	0	2	2	2	1	1	1	3	3	3.58	3.45	3.1	0
9	3	-11	-11	-11	-11	-11	-11	-12	-12	-12	-11	-25	-5	-9	-13	-12	-12	-12	-12	-12	-10	-8.4	-6.94	-5.27	-3.3	0
9	4	12	12	12	12	12	12	12	11	11	3	10	2	1	10	10	10	9	9	9	8	6.3	5.01	3.13	0.7	0
9	5	1	1	1	1	1	1	1	1	1	16	5	4	4	-1	-1	-1	-3	-3	-4	-8	-8.9	-10.76	-12.38	-13.3	0
9	6	-2	-2	-2	-2	-2	-2	-2	-2	-2	-3	-5	1	-1	-1	0	-1	-1	-1	-2	-1	-1.5	-1.25	-0.76	-0.1	0
9	7	2	2	2	2	2	2	3	3	3	-4	-2	2	-2	5	3	4	7	7	7	10	9.3	8.76	8.43	8.7	0
9	8	-1	0	0	0	0	0	0	0	1	-3	3	2	3	1	1	1	2	1	1	-2	-4.3	-6.66	-8.42	-9.1	0
9	9	-1	-1	-1	-1	-1	-1	-2	-2	-2	-4	8	5	-1	-2	-1	-2	-5	-5	-6	-8	-8.2	-9.22	-10.08	-10.5	0
10	0	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-8	-3	1	-2	-3	-3	-4	-4	-3	-3	-2.6	-2.17	-1.94	-1.9	0
10	1	-4	-4	-4	-4	-4	-4	-4	-4	-4	11	4	-5	-3	-3	-3	-3	-4	-4	-4	-6	-6	-6.12	-6.24	-6.3	0
10	2	2	2	2	2	2	2	2	2	2	1	-1	-1	4	2	2	2	2	3	2	2	1.7	1.42	0.89	0.1	0
10	3	-5	-5	-5	-5	-5	-5	-5	-5	-5	2	13	2	0	-5	-5	-5	-5	-5	-5	-4	-3.1	-2.35	-1.07	0.5	0
10	4	-2	-2	-2	-2	-2	-2	-2	-2	-2	-5	-4	-3	-1	-2	-1	-2	-2	-2	-2	-1	-0.5	-0.15	-0.16	-0.5	0
10	5	6	6	6	6	6	6	6	6	6	-1	4	7	4	4	6	5	5	5	4	4	3.7	3.06	2.45	1.8	0
10	6	4	4	4	4	4	4	4	4	4	8	12	4	6	4	4	4	3	3	3	2	1	0.29	-0.33	-0.7	0
10	7	0	0	0	0	0	0	0	0	0	-1	3	-2	1	0	1	1	1	1	1	2	2	2.06	2.13	2.1	0
10	8	2	2	2	1	1	1	1	2	2	-3	2	6	-1	2	0	0	2	2	3	5	4.2	3.77	3.09	2.4	0
10	9	2	2	2	2	3	3	3	3	3	5	10	-2	2	2	3	3	3	3	3	1	0.3	-0.21	-1.03	-1.8	0
10	10	0	0	0	0	0	0	0	0	0	-2	3	0	0	0	-1	-1	0	0	0	0	-1.1	-2.09	-2.8	-3.6	0
11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7	2.95	3.05	3.1	0
11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.7	-1.6	-1.48	-1.5	0
11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.9	-1.88	-2.03	-2.3	0
11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	1.44	1.65	2	0
11	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.1	-0.31	-0.51	-0.8	0
11	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.29	0.54	0.6	0
11	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7	-0.79	-0.79	-0.7	0
11	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0.53	0.37	0.2	0
11	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7	1.8	1.79	1.7	0
11	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.16	0.12	-0.2	0
11	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2	0.96	0.75	0.4	0
11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3.99	3.75	3.5	0
12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.2	-2.15	-2.12	-1.9	0
12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.3	-0.29	-0.21	-0.2	0
12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.21	0.3	0.4	0
12	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0.89	1.04	1.2	0
12	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.2	-0.38	-0.63	-0.8	0
12	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0.96	0.95	0.9	0
12	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5	-0.3	-0.11	0.1	0
12	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0.46	0.52	0.5	0
12	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.3	-0.35	-0.39	-0.3	0
12	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.4	-0.36	-0.37	-0.4	0
12	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.1	0.08	0.21	0.2	0
12	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.2	-0.49	-0.77	-0.9	0
12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.4	-0.08	0.04	0	0
13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.2	-0.16	-0.09	0	0
13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.9	-0.88	-0.89	-0.9	0
13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0.3	0.31	0.4	0
13	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.28	0.42	0.5	0
13	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.4	-0.43	-0.45	-0.5	0
13	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3	1.18	1.08	1	0
13	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.4	-0.37	-0.31	-0.2	0
13	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0.75	0.78	0.8	0
13	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.4	-0.26	-0.18	-0.1	0
13	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0.35	0.38	0.3	0
13	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.1	-0.05	0.02	0.1	0
13	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0.41	0.42	0.5	0
13	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.1	-0.26	-0.4	0
13	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	-0.18	-0.26	-0.3	0
